date,%assignLoss,linkDeathTime,idLink,%loss,linkCharge
20201111221241,0,50,1,13.6957,0.00012
20201111221241,0,50,2,13.6957,0.00048
20201111221241,0,50,4,13.6957,0.00012
20201111221241,0,50,17,13.6957,0.00012
20201111221241,0,50,19,13.8462,5e-05
20201111221241,0,50,22,13.62045,7e-05
20201111221241,50,50,10,68.1020833333,7e-05
20201111221242,0,50,1,7.7778,0.0001
20201111221242,0,50,2,7.7778,0.00038
20201111221242,0,50,4,11.55558,0.00011
20201111221242,0,50,11,20.0,1e-05
20201111221242,0,50,17,11.55558,0.00011
20201111221242,0,50,19,18.6111,7e-05
20201111221242,0,50,20,23.33335,2e-05
20201111221242,0,50,21,20.0,1e-05
20201111221242,0,50,22,16.3889,7e-05
20201111221242,50,50,10,81.9443749998,7e-05
20201111221243,0,50,1,10.0208125,0.00016
20201111221243,0,50,2,10.0208125,0.00067
20201111221243,0,50,4,7.500025,0.00018
20201111221243,0,50,6,11.1112,2e-05
20201111221243,0,50,8,11.1112,2e-05
20201111221243,0,50,9,27.7777,2e-05
20201111221243,0,50,11,5.5556,3e-05
20201111221243,0,50,17,7.500025,0.00018
20201111221243,0,50,19,12.8174285714,0.00012
20201111221243,0,50,20,12.62035,7e-05
20201111221243,0,50,21,18.5184666667,3e-05
20201111221243,0,50,22,9.19998,0.0001
20201111221243,0,50,25,11.1112,2e-05
20201111221243,50,50,10,45.9999333333,0.0001
20201111221244,0,50,1,0.0,0.00017
20201111221244,0,50,2,0.0,0.00066
20201111221244,0,50,4,3.2143,0.0002
20201111221244,0,50,6,9.52383333333,4e-05
20201111221244,0,50,8,9.52383333333,4e-05
20201111221244,0,50,9,10.00008,8e-05
20201111221244,0,50,11,12.14286,6e-05
20201111221244,0,50,12,17.8572,5e-05
20201111221244,0,50,14,17.8572,5e-05
20201111221244,0,50,17,3.2143,0.0002
20201111221244,0,50,19,3.17462222222,0.00015
20201111221244,0,50,20,4.76188333333,7e-05
20201111221244,0,50,21,11.7347428571,0.0001
20201111221244,0,50,22,9.37505,0.00017
20201111221244,0,50,25,13.6905166667,9e-05
20201111221244,50,50,10,35.7145,0.00016
20201111221245,0,50,1,1.666675,0.00015
20201111221245,0,50,2,1.666675,0.00066
20201111221245,0,50,4,0.0,0.00017
20201111221245,0,50,6,9.0625,8e-05
20201111221245,0,50,8,9.0625,8e-05
20201111221245,0,50,9,0.0,6e-05
20201111221245,0,50,11,7.1875,0.00012
