date,%assignLoss,linkDeathTime,idLink,%loss,linkCharge
20201111220123,0,50,1,3.01588571429,0.00031
20201111220123,0,50,2,2.34568888889,0.00141
20201111220123,0,50,4,3.51853333333,0.00027
20201111220123,0,50,6,2.38097142857,0.00025
20201111220123,0,50,9,5.555575,0.00013
20201111220123,0,50,10,11.1111666667,0.00012
20201111220123,0,50,11,3.33336,0.00017
20201111220123,0,50,16,0.0,0.00024
20201111220123,0,50,17,3.51853333333,0.00027
20201111220123,0,50,18,2.38097142857,0.00025
20201111220123,0,50,19,4.53705,0.00046
20201111220123,0,50,20,4.1667,0.00013
20201111220123,0,50,21,11.11115,5e-05
20201111220123,0,50,22,11.1111666667,0.00012
20201111220124,0,50,1,6.66666666667,0.0002
20201111220124,0,50,2,5.80357142857,0.00097
20201111220124,0,50,3,18.0,5e-05
20201111220124,0,50,4,8.36538461538,0.00021
20201111220124,0,50,5,18.75,3e-05
20201111220124,0,50,6,7.32142857143,0.00014
20201111220124,0,50,7,18.75,3e-05
20201111220124,0,50,8,16.6666666667,3e-05
20201111220124,0,50,9,0.0,4e-05
20201111220124,0,50,10,10.0,0.00015
20201111220124,0,50,11,8.84615384615,0.00013
20201111220124,0,50,12,16.875,4e-05
20201111220124,0,50,13,17.5,3e-05
20201111220124,0,50,14,15.0,1e-05
20201111220124,0,50,16,10.2884615385,0.00013
20201111220124,0,50,17,10.0,0.00022
20201111220124,0,50,18,9.55357142857,0.00014
20201111220124,0,50,19,4.21875,0.00017
20201111220124,0,50,20,8.33333333333,6e-05
20201111220124,0,50,21,12.5,5e-05
20201111220124,0,50,22,8.33333333333,0.00013
20201111220124,0,50,24,17.8125,4e-05
20201111220124,0,50,25,16.25,4e-05
20201111220124,0,50,26,18.75,4e-05
20201111220124,25,50,23,44.53125,4e-05
20201111220125,0,50,1,7.15150909091,0.00033
20201111220125,0,50,2,4.50476,0.00137
20201111220125,0,50,3,12.0400947368,0.00019
20201111220125,0,50,4,6.8240173913,0.00034
20201111220125,0,50,5,11.8441636364,0.00011
20201111220125,0,50,6,7.46141034483,0.0003
20201111220125,0,50,7,9.2517,7e-05
20201111220125,0,50,8,12.2585071429,0.00015
20201111220125,0,50,9,6.0,6e-05
20201111220125,0,50,10,8.31371764706,0.00025
20201111220125,0,50,11,7.12521851852,0.00028
20201111220125,0,50,12,10.83333,0.00011
20201111220125,0,50,13,13.6,0.0001
20201111220125,0,50,14,11.6666666667,4e-05
20201111220125,0,50,16,4.70588235294,0.00017
20201111220125,0,50,17,6.0,0.00031
20201111220125,0,50,18,4.07407222222,0.00018
20201111220125,0,50,19,2.73684210526,0.00022
20201111220125,0,50,20,9.222225,0.00013
20201111220125,0,50,21,11.0,0.00012
20201111220125,0,50,22,11.5490176471,0.00026
20201111220125,0,50,24,9.80952,0.0001
20201111220125,0,50,25,12.1540647059,0.00019
20201111220125,0,50,26,14.0840352941,0.00017
20201111220125,25,50,23,33.2773109244,0.00017
20201111220126,0,50,1,1.15942608696,0.00035
20201111220126,0,50,2,3.62028461538,0.00182
20201111220126,0,50,3,1.99547142857,0.00023
20201111220126,0,50,4,1.580964,0.00038
20201111220126,0,50,5,2.82315,0.00017
20201111220126,0,50,6,2.48527142857,0.0004
20201111220126,0,50,7,6.25665,0.00017
20201111220126,0,50,8,0.793646666667,0.00015
20201111220126,0,50,9,2.38097142857,8e-05
20201111220126,0,50,10,3.00002,0.00032
20201111220126,0,50,11,3.77426666667,0.00044
20201111220126,0,50,12,4.351875,0.00015
20201111220126,0,50,13,0.0,0.0001
20201111220126,0,50,14,10.0,6e-05
20201111220126,0,50,16,2.611125,0.00023
20201111220126,0,50,17,0.0,0.00029
20201111220126,0,50,18,2.22223,0.00022
20201111220126,0,50,19,0.83334,0.00025
20201111220126,0,50,20,7.36845789474,0.00027
20201111220126,0,50,21,7.166705,0.00028
20201111220126,0,50,22,2.611125,0.00031
20201111220126,0,50,24,9.3317,0.00028
20201111220126,0,50,25,3.095235,0.00021
20201111220126,0,50,26,2.20552105263,0.00021
20201111220126,25,50,23,4.94050089285,0.00023
20201111220127,0,50,1,0.0,0.00034
20201111220127,0,50,2,0.0,0.00152
20201111220127,0,50,3,0.0,0.00022
20201111220127,0,50,4,0.0,0.00036
20201111220127,0,50,5,0.0,0.00014
20201111220127,0,50,6,0.0,0.00035
20201111220127,0,50,7,0.0,0.00012
20201111220127,0,50,8,0.0,0.00015
20201111220127,0,50,9,0.0,7e-05
20201111220127,0,50,10,0.0,0.00028
20201111220127,0,50,11,0.0,0.00035
20201111220127,0,50,12,0.0,0.00014
20201111220127,0,50,13,0.0,0.0001
20201111220127,0,50,14,0.0,5e-05
20201111220127,0,50,16,0.0,0.0002
20201111220127,0,50,17,0.0,0.0003
20201111220127,0,50,18,0.0,0.0002
20201111220127,0,50,19,0.0,0.00023
20201111220127,0,50,20,0.0,0.00021
20201111220127,0,50,21,0.0,0.00019
20201111220127,0,50,22,0.0,0.00026
20201111220127,0,50,24,0.0,0.00021
20201111220127,0,50,25,0.0,0.0002
20201111220127,0,50,26,0.0,0.0002
20201111220127,25,50,23,0.0,0.0002
20201111220128,0,50,1,0.0,0.00034
20201111220128,0,50,2,0.0,0.00166
20201111220128,0,50,3,0.0,0.00023
20201111220128,0,50,4,0.0,0.00035
20201111220128,0,50,5,0.0,0.00013
20201111220128,0,50,6,0.0,0.00035
20201111220128,0,50,7,0.0,0.00012
20201111220128,0,50,8,0.0,0.00015
20201111220128,0,50,9,0.0,7e-05
20201111220128,0,50,10,0.0,0.00028
20201111220128,0,50,11,0.0,0.00036
20201111220128,0,50,12,0.0,0.00013
20201111220128,0,50,13,0.0,0.0001
20201111220128,0,50,14,0.0,5e-05
20201111220128,0,50,16,0.0,0.0002
20201111220128,0,50,17,0.0,0.0003
20201111220128,0,50,18,0.0,0.0002
20201111220128,0,50,19,0.0,0.00023
20201111220128,0,50,20,0.0,0.0002
20201111220128,0,50,21,0.0,0.0002
20201111220128,0,50,22,0.0,0.00027
20201111220128,0,50,24,0.0,0.0002
20201111220128,0,50,25,0.0,0.0002
20201111220128,0,50,26,0.0,0.00021
20201111220128,25,50,23,0.0,0.00019
20201111220129,0,50,1,0.0,0.00033
20201111220129,0,50,2,0.0,0.00162
20201111220129,0,50,3,0.0,0.00022
20201111220129,0,50,4,0.0,0.00036
20201111220129,0,50,5,0.0,0.00015
20201111220129,0,50,6,0.0,0.00035
20201111220129,0,50,7,0.0,0.00012
20201111220129,0,50,8,0.0,0.00015
20201111220129,0,50,9,0.0,7e-05
20201111220129,0,50,10,0.0,0.0003
20201111220129,0,50,11,0.0,0.00037
20201111220129,0,50,12,0.0,0.00013
20201111220129,0,50,13,0.0,0.0001
20201111220129,0,50,14,0.0,5e-05
20201111220129,0,50,16,0.0,0.0002
20201111220129,0,50,17,0.0,0.00029
20201111220129,0,50,18,0.0,0.0002
20201111220129,0,50,19,0.0,0.00022
20201111220129,0,50,20,0.0,0.0002
20201111220129,0,50,21,0.0,0.00021
20201111220129,0,50,22,0.0,0.00029
20201111220129,0,50,24,0.0,0.0002
20201111220129,0,50,25,0.0,0.0002
20201111220129,0,50,26,0.0,0.0002
20201111220129,25,50,23,0.0,0.00021
20201111220130,0,50,1,0.0,0.00032
20201111220130,0,50,2,0.0,0.00157
20201111220130,0,50,3,0.0,0.00021
20201111220130,0,50,4,0.0,0.00035
20201111220130,0,50,5,0.0,0.00014
20201111220130,0,50,6,0.0,0.00035
20201111220130,0,50,7,0.0,0.00012
20201111220130,0,50,8,0.0,0.00015
20201111220130,0,50,9,0.0,7e-05
20201111220130,0,50,10,0.0,0.00026
20201111220130,0,50,11,0.0,0.00036
20201111220130,0,50,12,0.0,0.00012
20201111220130,0,50,13,0.0,0.0001
20201111220130,0,50,14,0.0,5e-05
20201111220130,0,50,16,0.0,0.0002
20201111220130,0,50,17,0.0,0.00029
20201111220130,0,50,18,0.0,0.0002
20201111220130,0,50,19,0.0,0.00023
20201111220130,0,50,20,0.0,0.0002
20201111220130,0,50,21,0.0,0.0002
20201111220130,0,50,22,0.0,0.00026
20201111220130,0,50,24,0.0,0.00019
20201111220130,0,50,25,0.0,0.0002
20201111220130,0,50,26,0.0,0.00019
20201111220130,25,50,23,0.0,0.0002
20201111220131,0,50,1,0.0,0.00035
20201111220131,0,50,2,0.0,0.00157
20201111220131,0,50,3,0.0,0.00022
20201111220131,0,50,4,0.0,0.00036
20201111220131,0,50,5,0.0,0.00014
20201111220131,0,50,6,0.0,0.00035
20201111220131,0,50,7,0.0,0.00012
20201111220131,0,50,8,0.0,0.00015
20201111220131,0,50,9,0.0,7e-05
20201111220131,0,50,10,0.0,0.0003
20201111220131,0,50,11,0.0,0.00035
20201111220131,0,50,12,0.0,0.00014
20201111220131,0,50,13,0.0,0.0001
20201111220131,0,50,14,0.0,5e-05
20201111220131,0,50,16,0.0,0.0002
20201111220131,0,50,17,0.0,0.0003
20201111220131,0,50,18,0.0,0.0002
20201111220131,0,50,19,0.0,0.00024
20201111220131,0,50,20,0.0,0.0002
20201111220131,0,50,21,0.0,0.00019
20201111220131,0,50,22,0.0,0.00028
20201111220131,0,50,24,0.0,0.00021
20201111220131,0,50,25,0.0,0.0002
20201111220131,0,50,26,0.0,0.0002
20201111220131,25,50,23,0.0,0.0002
20201111220132,0,50,1,0.0,0.00034
20201111220132,0,50,2,0.0,0.00166
20201111220132,0,50,3,0.0,0.00023
20201111220132,0,50,4,0.0,0.00036
20201111220132,0,50,5,0.0,0.00014
20201111220132,0,50,6,0.0,0.00035
20201111220132,0,50,7,0.0,0.00012
20201111220132,0,50,8,0.0,0.00015
20201111220132,0,50,9,0.0,7e-05
20201111220132,0,50,10,0.0,0.00028
20201111220132,0,50,11,0.0,0.00037
20201111220132,0,50,12,0.0,0.00013
20201111220132,0,50,13,0.0,0.0001
20201111220132,0,50,14,0.0,5e-05
20201111220132,0,50,16,0.0,0.0002
20201111220132,0,50,17,0.0,0.0003
20201111220132,0,50,18,0.0,0.0002
20201111220132,0,50,19,0.0,0.00023
20201111220132,0,50,20,0.0,0.0002
20201111220132,0,50,21,0.0,0.00021
20201111220132,0,50,22,0.0,0.00027
20201111220132,0,50,24,0.0,0.0002
20201111220132,0,50,25,0.0,0.0002
20201111220132,0,50,26,0.0,0.00021
20201111220132,25,50,23,0.0,0.0002
20201111220133,0,50,1,0.0,0.00034
20201111220133,0,50,2,0.0,0.00162
20201111220133,0,50,3,0.0,0.00022
20201111220133,0,50,4,0.0,0.00036
20201111220133,0,50,5,0.0,0.00014
20201111220133,0,50,6,0.0,0.00035
20201111220133,0,50,7,0.0,0.00012
20201111220133,0,50,8,0.0,0.00015
20201111220133,0,50,9,0.0,7e-05
20201111220133,0,50,10,0.0,0.00028
20201111220133,0,50,11,0.0,0.00036
20201111220133,0,50,12,0.0,0.00013
20201111220133,0,50,13,0.0,0.0001
20201111220133,0,50,14,0.0,5e-05
20201111220133,0,50,16,0.0,0.0002
20201111220133,0,50,17,0.0,0.0003
20201111220133,0,50,18,0.0,0.0002
20201111220133,0,50,19,0.0,0.00023
20201111220133,0,50,20,0.0,0.0002
20201111220133,0,50,21,0.0,0.0002
20201111220133,0,50,22,0.0,0.00027
20201111220133,0,50,24,0.0,0.0002
20201111220133,0,50,25,0.0,0.0002
20201111220133,0,50,26,0.0,0.0002
20201111220133,25,50,23,0.0,0.0002
20201111220134,0,50,1,0.0,0.00032
20201111220134,0,50,2,0.0,0.00157
